Counter,NAME,CAS,CATEGORY,MOLWT,VP_MOLWT,L_DENS,VP_40,VP_50,VP_60,VP_70,VP_80,VP_90,VP_100,VP_COEF_A,VP_COEF_B,VP_COEF_C,VP_2_A,VP_2_B,REID,ASTM_SLOPE,VP_A,VP_B,VP_X_MIN,VP_X_MAX,USER_DEF
79,Methylcyclohexane,00108-87-2,Organic Liquids,9.8180000000000007e+01,9.8180000000000007e+01,6.4409999999999998e+00,3.0900000000000000e-01,4.2499999999999999e-01,5.5870399999999998e-01,7.3499999999999999e-01,9.8599999999999999e-01,1.3149999999999999e+00,1.7210000000000001e+00,6.8230000000000004e+00,1.2707629999999999e+03,2.2141999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
80,Methylcyclopentane,00096-37-7,Organic Liquids,8.4159999999999997e+01,8.4159999999999997e+01,6.2740000000000000e+00,9.0900000000000003e-01,1.1599999999999999e+00,1.7383980000000001e+00,2.2240000000000002e+00,2.8620000000000001e+00,3.6160000000000001e+00,4.5439999999999996e+00,6.8628000000000000e+00,1.1860590000000000e+03,2.2603999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
81,Methylene chloride,00075-09-2,Organic Liquids,8.4939999999999998e+01,8.4939999999999998e+01,1.1122000000000000e+01,3.0939999999999999e+00,4.2539999999999996e+00,5.4340000000000002e+00,6.7869999999999999e+00,8.7020000000000000e+00,1.0329000000000001e+01,1.3342000000000001e+01,7.4089999999999998e+00,1.3259000000000001e+03,2.5259999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4897000000000000e+01,6.8575000000000000e+03,-9.4000000000000000e+01,1.0530000000000000e+02,0
82,Morpholine,00110-91-8,Organic Liquids,8.7120000000000005e+01,8.7120000000000005e+01,8.3369999999999997e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0883519600000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.7180999999999997e+00,1.7458000000000000e+03,2.3500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
83,Nitrobenzene,00098-95-3,Organic Liquids,1.2309999999999999e+02,1.2309999999999999e+02,1.0057000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,2.3211550000000001e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.1150000000000002e+00,1.7465999999999999e+03,2.0180000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
84,Nitromethane,00075-52-5,Organic Liquids,6.1039999999999999e+01,6.1039999999999999e+01,9.5380000000000003e+00,2.1299999999999999e-01,2.5100000000000000e-01,3.4799999999999998e-01,5.0300000000000000e-01,7.1499999999999997e-01,1.0060000000000000e+00,1.3340000000000001e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
85,Nonane (-n),00111-84-2,Organic Liquids,1.2825999999999999e+02,1.2825999999999999e+02,5.9920000000000000e+00,4.0291000000000000e-02,5.1284999999999997e-02,6.5278000000000003e-02,8.3089999999999997e-02,1.0576199999999999e-01,1.3461999999999999e-01,1.7135300000000001e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5240600000000001e+01,9.4697999999999993e+03,3.6299999999999997e+01,3.0110000000000002e+02,0
86,Octane (-n),00111-65-9,Organic Liquids,1.1423000000000000e+02,1.1423000000000000e+02,5.8670000000000000e+00,8.6844000000000005e-02,1.1238800000000000e-01,1.4544399999999999e-01,1.8822400000000000e-01,2.4358600000000000e-01,3.1523200000000001e-01,4.0795100000000001e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4230900000000000e+01,8.3506000000000004e+03,6.7999999999999998e+00,5.3850000000000000e+02,0
87,Pentachloroethane,00076-01-7,Organic Liquids,2.0230000000000001e+02,2.0230000000000001e+02,1.3946999999999999e+01,0.0000000000000000e+00,0.0000000000000000e+00,3.4944157000000003e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.7400000000000002e+00,1.3780000000000000e+03,1.9700000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
88,Pentane (-n),00109-66-0,Organic Liquids,7.2150000000000006e+01,7.2150000000000006e+01,5.2530000000000001e+00,4.2930000000000001e+00,5.4539999999999997e+00,6.8280000000000003e+00,8.4329999999999998e+00,1.0445000000000000e+01,1.2959000000000000e+01,1.5474000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7691000000000000e+04,7.5579999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3299899999999999e+01,5.9726000000000004e+03,-1.0590000000000001e+02,3.7630000000000001e+02,0
89,Picoline (-2),00108-99-6,Organic Liquids,9.3120000000000005e+01,9.3120000000000005e+01,7.9279999999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2211904100000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0320000000000000e+00,1.4157300000000000e+03,2.1163000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
90,Propylamine (-n),00107-10-8,Organic Liquids,5.9109999999999999e+01,5.9109999999999999e+01,6.0300000000000002e+00,2.4560000000000000e+00,3.1909999999999998e+00,4.1570000000000000e+00,5.2500000000000000e+00,6.5359999999999996e+00,8.0440000000000005e+00,9.5719999999999992e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
91,Propylene glycol,00057-55-6,Organic Liquids,7.6109999999999999e+01,7.6109999999999999e+01,8.6460000000000008e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.4206800000000001e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.2081999999999997e+00,2.0859000000000001e+03,2.0353999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
92,Propylene oxide,00075-56-9,Organic Liquids,5.8100000000000001e+01,5.8100000000000001e+01,7.1689999999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.6738212760000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0670999999999999e+00,1.1332670000000001e+03,2.3610540000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
93,Pyridine,00110-86-1,Organic Liquids,7.9099999999999994e+01,7.9099999999999994e+01,8.1620000000000008e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3346297099999999e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0410000000000004e+00,1.3738000000000000e+03,2.1497999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
94,Residual oil no. 6,,Petroleum Distillates,3.8700000000000000e+02,1.9000000000000000e+02,7.9000000000000004e+00,2.0000000000000002e-05,3.0000000000000001e-05,4.0000000000000003e-05,6.0000000000000002e-05,9.0000000000000006e-05,1.2999999999999999e-04,1.9000000000000001e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0103999999999999e+01,1.0475000000000000e+04,4.0000000000000000e+01,1.0000000000000000e+02,0
95,Resorcinol,00108-46-3,Organic Liquids,1.1011000000000000e+02,1.1011000000000000e+02,1.0616000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,7.3022000000000007e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9242999999999997e+00,1.8845470000000000e+03,1.8606000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
96,Styrene,00100-42-5,Organic Liquids,1.0415000000000001e+02,1.0415000000000001e+02,7.5599999999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.1816471000000007e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.1399999999999997e+00,1.5745100000000000e+03,2.2409000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4295400000000001e+01,8.7252000000000007e+03,1.9399999999999999e+01,2.9339999999999998e+02,0
97,"Tetrachloroethane (1,1,1,2)",00630-20-6,Organic Liquids,1.6784999999999999e+02,1.6784999999999999e+02,1.3336000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.3236449400000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8979999999999997e+00,1.3658800000000001e+03,2.0974000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
98,"Tetrachloroethane (1,1,2,2)",00079-34-5,Organic Liquids,1.6784999999999999e+02,1.6784999999999999e+02,1.3236000000000001e+01,0.0000000000000000e+00,0.0000000000000000e+00,4.3064131999999998e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.6310000000000002e+00,1.2280999999999999e+03,1.7990000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
99,Tetrachloroethylene,00127-18-4,Organic Liquids,1.6583000000000001e+02,1.6583000000000001e+02,1.3545000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,2.0707328999999999e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9800000000000004e+00,1.3869200000000001e+03,2.1753000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
100,Tetrahydrofuran,00109-99-9,Organic Liquids,7.2120000000000005e+01,7.2120000000000005e+01,7.4210000000000003e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0382150160000001e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9950000000000001e+00,1.2022900000000000e+03,2.2625000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
101,Toluene,00108-88-3,Organic Liquids,9.2129999999999995e+01,9.2129999999999995e+01,7.2610000000000001e+00,1.7399999999999999e-01,2.1299999999999999e-01,3.0900000000000000e-01,4.2499999999999999e-01,5.7999999999999996e-01,7.7300000000000002e-01,1.0060000000000000e+00,6.9539999999999997e+00,1.3448000000000000e+03,2.1947999999999999e+02,3.9198000000000000e+04,8.3300000000000001e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3828799999999999e+01,7.7706000000000004e+03,-1.6100000000000001e+01,6.0620000000000005e+02,0
102,"Trichloro(1,1,2)trifluoroethane",00076-13-1,Organic Liquids,1.8738000000000000e+02,1.8738000000000000e+02,1.3178000000000001e+01,0.0000000000000000e+00,0.0000000000000000e+00,4.3760542149999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8799999999999999e+00,1.0999000000000001e+03,2.2750000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
103,"Trichloroethane (1,1,1)",00071-55-6,Organic Liquids,1.3341999999999999e+02,1.3341999999999999e+02,1.1215999999999999e+01,9.0900000000000003e-01,1.2180000000000000e+00,1.5860000000000001e+00,2.0299999999999998e+00,2.6099999999999999e+00,3.3069999999999999e+00,4.1989999999999998e+00,8.6430000000000007e+00,2.1365999999999999e+03,3.0280000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4373400000000000e+01,7.2563999999999996e+03,-6.1600000000000001e+01,1.6540000000000001e+02,0
104,"Trichloroethane (1,1,2)",00079-00-5,Organic Liquids,1.3340000000000001e+02,1.3340000000000001e+02,1.1163000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,2.4502463699999999e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9509999999999996e+00,1.3144100000000001e+03,2.0919999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
105,Trichloroethylene,00079-01-6,Organic Liquids,1.3140000000000001e+02,1.3140000000000001e+02,1.2272000000000000e+01,5.0300000000000000e-01,6.7700000000000005e-01,8.8900000000000001e-01,1.1799999999999999e+00,1.5080000000000000e+00,2.0299999999999998e+00,2.6099999999999999e+00,6.5179999999999998e+00,1.0186000000000000e+03,1.9269999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4374400000000000e+01,7.5298000000000002e+03,-4.6799999999999997e+01,1.8809999999999999e+02,0
106,"Trichloropropane (1,2,3)",00096-18-4,Organic Liquids,1.4743000000000001e+02,1.4743000000000001e+02,1.1574999999999999e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.3919399612000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9029999999999996e+00,7.8820000000000005e+02,2.4322999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
107,Vinyl acetate,00108-05-4,Organic Liquids,8.6090000000000003e+01,8.6090000000000003e+01,7.8170000000000002e+00,7.3499999999999999e-01,9.8599999999999999e-01,1.2960000000000000e+00,1.7210000000000001e+00,2.2620000000000000e+00,3.1130000000000000e+00,4.0220000000000002e+00,7.2100000000000000e+00,1.2961300000000001e+03,2.2666000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5032400000000001e+01,7.6708999999999996e+03,-5.4399999999999999e+01,1.6250000000000000e+02,0
108,Vinylidene chloride,00075-35-4,Organic Liquids,9.6500000000000000e+01,9.6500000000000000e+01,1.0382999999999999e+01,4.9900000000000002e+00,6.3440000000000003e+00,7.9299999999999997e+00,9.8059999999999992e+00,1.1798999999999999e+01,1.5279999999999999e+01,2.3210000000000001e+01,6.9720000000000004e+00,1.0994000000000001e+03,2.3719999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4675599999999999e+01,6.5311000000000004e+03,-1.0700000000000000e+02,8.9099999999999994e+01,0
109,Xylene (-m),00108-38-3,Organic Liquids,1.0617000000000000e+02,1.0617000000000000e+02,7.2439999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2945584500000001e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0090000000000003e+00,1.4622660000000001e+03,2.1511000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
110,Xylene (-o),00095-47-6,Organic Liquids,1.0617000000000000e+02,1.0617000000000000e+02,7.3449999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.1061941000000003e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9980000000000002e+00,1.4746790000000001e+03,2.1369000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4814700000000000e+01,9.0547000000000007e+03,2.5199999999999999e+01,2.9189999999999998e+02,0
111,1-Chlorobutane,00109-63-9,Organic Liquids,9.2569999999999993e+01,9.2569999999999993e+01,7.3799999999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2606450000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8369000000000000e+00,1.1737900000000000e+03,2.1813000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
112,2-Chlorobutane,00078-86-4,Organic Liquids,9.2569999999999993e+01,9.2569999999999993e+01,7.2699999999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0068589999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.7991999999999999e+00,1.1491199999999999e+03,2.2468000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
113,o-Chlorotoluene,00095-49-8,Organic Liquids,1.2659000000000000e+02,1.2659000000000000e+02,9.0199999999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.8524000000000003e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.3678999999999997e+00,1.7358000000000000e+03,2.3000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
114,Cyclohexene,00110-83-8,Organic Liquids,8.2150000000000006e+01,8.2150000000000006e+01,6.7500000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0977809999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8860999999999999e+00,1.2299730000000000e+03,2.2409999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
115,Cyclopentanone,00120-92-3,Organic Liquids,8.4120000000000005e+01,8.4120000000000005e+01,7.9000000000000004e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3218700000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.9024000000000001e+00,1.6290000000000001e+02,6.3219999999999999e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
116,Cyclopentene,00142-29-0,Organic Liquids,6.8120000000000005e+01,6.8120000000000005e+01,6.4299999999999997e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2625780000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9206000000000003e+00,1.1218180000000000e+03,2.2344999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
117,"1,2-Dibromopropane",00078-75-1,Organic Liquids,2.0188999999999999e+02,2.0188999999999999e+02,1.6100000000000001e+01,0.0000000000000000e+00,0.0000000000000000e+00,8.8727000000000000e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.3038999999999996e+00,1.6444000000000001e+03,2.3200000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
118,"1,3-Dibromopropane",00109-64-8,Organic Liquids,2.0188999999999999e+02,2.0188999999999999e+02,1.6510000000000002e+01,0.0000000000000000e+00,0.0000000000000000e+00,2.7455000000000000e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.5498000000000003e+00,1.8905599999999999e+03,2.4000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
119,Di-t-butyl ether,06163-66-2,Organic Liquids,1.3022999999999999e+02,1.3022999999999999e+02,6.4000000000000004e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.4747399999999999e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9329000000000001e+00,1.3485300000000000e+03,2.3378999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
120,"3,4-Dichlorotoluene",00095-75-0,Organic Liquids,1.6103000000000000e+02,1.6103000000000000e+02,1.0470000000000001e+01,0.0000000000000000e+00,0.0000000000000000e+00,2.9210000000000000e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.3438999999999997e+00,1.8825000000000000e+03,2.1500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
121,"1,1-Diethoxyethane",00105-57-7,Organic Liquids,1.1818000000000001e+02,1.1818000000000001e+02,6.9199999999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.9361900000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.7576000000000001e+00,1.1915999999999999e+03,2.0312000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
122,Diethoxymethane,00462-95-3,Organic Liquids,1.0415000000000001e+02,1.0415000000000001e+02,6.9900000000000002e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0955699999999997e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9084000000000003e+00,1.2295200000000000e+03,2.1700999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
123,"1,2-Diethylbenzene",00135-01-3,Organic Liquids,1.3422000000000000e+02,1.3422000000000000e+02,7.3300000000000001e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.4629999999999992e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9878000000000000e+00,1.5769400000000001e+03,2.0050999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
124,"1,3-Diethylbenzene",00141-93-5,Organic Liquids,1.3422000000000000e+02,1.3422000000000000e+02,7.1699999999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0340000000000000e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0035999999999996e+00,1.5753099999999999e+03,2.0096000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
125,"1,4-Diethylbenzene",00105-05-5,Organic Liquids,1.3422000000000000e+02,1.3422000000000000e+02,7.1799999999999997e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.6190000000000008e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9981999999999998e+00,1.5883099999999999e+03,2.0197000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
126,Diethyl ketone,00096-22-0,Organic Liquids,8.6129999999999995e+01,8.6129999999999995e+01,6.7800000000000002e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.0243699999999999e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8578999999999999e+00,1.2163000000000000e+03,2.0400000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
127,Diethyl sulfide,00352-93-2,Organic Liquids,9.0180000000000007e+01,9.0180000000000007e+01,6.9699999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9915099999999997e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9283000000000001e+00,1.2578299999999999e+03,2.1866000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
